Online_Engagement_Type,Platform_Name,Url,Referring_Url,Page_Name,Operating_System,Consumer_Key,Campaign_Key,Online_Engagement_Date,Engagement_Channel,Asset_Key,Brand_Key,Product_Key,Online_Engagement_Key
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,86129a9fe55203d9b0f70f0d781ed5198812d3506def99554c77b2d6e4fc8b98,,2022-10-30T12:19:13,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,d4da1ce28a8e36ce9bed670a57cdda4b5547cc20ab40d533365e1a9fc75587c6
Online Competition,,https://hsportsbar.es/heineken-sports-bar/form?mode=1,,,,6ef856155a24cedfc92faaeb0aba52f62afb9610f63bd70a212c7545622bbe61,,2021-11-25T13:17:06,Online,,HEINEKEN_ORIGINAL,,acf5d1e0ab8713f5d0194bf22cd1b8e8731fd80ed68e6f70607604a56d6ee15e
Online Competition,,www.unknown.com,,,,5c50c1b7ecba8173c76fa6e7a3d796cbc7bb7c701a5f29e917f3ddc98e29140e,,2023-01-23T19:56:17,Online,,,,c3a25863e1cbcf85650580cbfec442e127aaf3fc9b717e7c2145a477b2682c4f
Online Competition,,https://hsportsbar.es/heineken-gana-con-sportsbar/form?mode=1,,,,ce72282df177fc63ecbb6be86a58f0704efed81561c19f5cb05ba9c39266231f,,2022-05-14T18:23:24,Online,,HEINEKEN_ORIGINAL,,121580fafcf06f9351fc86a376d805e41d3de00e4fd25479e8517d30249111a2
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,4823fe31cce18ef0b5436e1b506555cae09242a4dc1467057d142ff433889227,,2022-12-06T21:05:28,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,f6e5f1442cf12d95603084a2effad2bce0286980a0a3b495448cb111adb51cd6
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,930bec1367de19e321be3add24dbfb50a282780b529bc719cba2b5a65bab2a41,,2022-12-15T19:01:56,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,8230288aae4449c268705d8b71143e8957d05d470de32b853a317d6f8a3560e8
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,83a58a42460e1d1266dfbe3e81469c5d2a6593496d6df00bcb7d29ab53e374fa,,2022-12-15T18:20:43,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,c04d19abd409fb6f69a5e832fcb3b87162a928a094f4f9068996d8bda1aaa6f4
Online Competition,,https://unmundodecervezas.com/guinness/promociones/the-home-of-guinness/,,,,d313b38702b41ddf23440abfcc667df27c5da6816863da87ea8e89b56945169b,,2022-12-04T12:52:17,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,6841297843db5339bdf5751e2b0107be06b845a369d1b0886acc3905dc3aa694
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,4fbae9a4be1631d446953529b072e77cbb2c5e78615a9b7d6cbac54f808ab508,,2022-11-27T12:07:54,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,5b9b79cf5c57672b9e52ffcc2ebb528c144df59c080ce364740110dab06f4936
Online Competition,,https://unmundodecervezas.com/amstel/promociones/gana-con-amstel/,,,,7beffe1169c0439f2b663485ffe780f94fd7a543fad432a8d91781599390bb97,,2022-09-28T19:31:56,Online,,AMSTEL|ORIGINAL,,a8bc56a49659ddd7e1cf89d81b16726f32d4d8b08e279f4b12a6ac82a9f668b6
Online Competition,,https://www.somosdebarra.bar/code-form/53,,,,c8b1b09b351024086ec614e48548f5c3312936e277101b3f9be6a35d3f2ef00e,,2022-11-19T20:20:47,Online,,CRUZCAMPO_ESPECIAL,,65e9f0ea610c63c3c8124591bbf9c3cc08fedbbdf25a3a854c79e09e96d48c88
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,ffb2b632620f55f881ddc134802987d1f57d916a95f5349d5030c09c1c95b961,,2022-11-07T18:52:35,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,3c4060ee6900cd6de9339a2c6060eb6aac4a2280abeb807a0167254f5ff06db3
Online Competition,,https://hsportsbar.es/heineken-gana-con-sportsbar/form?mode=1,,,,2063f536f13696c04668f822c0c672ddf97cd662ebe7990276004a6369d8f82a,,2022-02-17T23:39:21,Online,,HEINEKEN_ORIGINAL,,c2184674e367c28d2152b076d8b7ea6cea6c8cf2259d105d2201eb27b2869c13
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,488cb71abacdf61d17ebfb7a4a62ec1ee66cadea77ca1f1c07d9e0945dc56336,,2022-11-14T22:36:00,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,ae97d0dc8174bf968bd650a158dced19fae1b15e0bd2b873f5e884e09b68fdb1
Online Competition,,www.unknown.com,,,,2df41c3d4ed1debdb5b0fc78b5915280d9fbad38a4c05648b2312d9e75243b6d,,2020-02-07T01:03:11,Online,,,,58c570513499a82714c4556d73eed9b8f5ae923747f5710ce1df6bbbd2dfd219
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,41ca4b2b9cffaf10d0bc366761f31781675fde8567e2a13848102e12e83b4f3e,,2022-10-21T19:00:12,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,9d8bc652b2df915e71aabbf13c5acb18d780f8ad888d01a5a41880ac8d582c09
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,18f4e779d42152809b765c7b47808150fbdd78c8a969f426bd625484e901098e,,2022-11-20T21:39:58,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,bc521178da394a03cd0b870662116388fa1e33aa2d3b1f1891bc0c091bccd3af
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,15308cbbb42cde1faf31f7f18f723c26c389823e0499a3d79637eaf01fa937ce,,2022-11-01T19:17:57,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,db1beb0a03bb3428c536e4c32ebeff8a476fe43d3bfd6e248b368a523639c633
Online Competition,,https://coupon.unmundodecervezas.com/p/82k4gb/ugayzbartv9wj2jkvyme780,,,,d2b579dec4d229f0fcf20ea0a5b15e516214c28064bc3953d9b7b4713586bc06,,2022-02-08T12:36:16,Online,,DESPERADOS_ORIGINAL,,2aa952a8d0ae86b2454f8edc416fb44f958a39ff8606f3a695cf811a59c065f6
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,cbe22252ed5d20360a4cf7e21a174ce3b64417b4da8cf402c7c5888f1ebfaf1d,,2022-11-07T18:16:15,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,d949974f38071f6732c57cff4a6aec5023a7f7a095567354af515c2d2f3777ad
Online Competition,,https://iframe-music-es.heineken.com/events/coachella-2023,,,,8a94c220dd098df224177ab01a7275ae50e6a78aa41fc1b23f8999d9dfd2aeca,,2022-10-12T16:40:02,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,c028be43ad267d817eb0e7434d9ce1b8b0477271ed52ad347d246efe2ac149e6
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,604d29450903f815ec964fc16700c7a6732ee78df88962f99ff5282c64c58d18,,2022-11-02T22:06:05,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,25419fb8b5e58b67b984c2e5efedb145eda310e43345f8d64ac75ad853698401
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,f5d1ddb444f0dcac560d8bf97e7346f312daff70ff1757c896ca4374dbcdeaae,,2022-11-02T16:56:57,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,979a386640a90d21cfe878380c5c3ff1b3f611f718df08cf8cc94830a7179e1c
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,8b1310c1af4d9e0816875d196c2478534c57449a2f410ecc5d80034f292ba60d,,2022-11-22T13:40:52,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,83f4042ef3a3e41257615979405cf4b8131b5b74c380e80493c64691feaed6f7
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,10ab7c5d3825891e99a1a26506ad93ad615eab6eef03fdf7171dcb4eea3d5f84,,2022-11-03T19:56:58,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,b2ff21c88545adadc7c45d5224d5d420411cd453de8d4ce86e83b9c9a8ced51d
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,71c6cb629576ba6226876daa97439f2e902c1bb1915d11864d13a09324ab8922,,2022-12-23T18:31:58,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,0d4540f54e0e955ac110cfdeb0b9ebbbc4948850ff2fb83849791068f98a7878
Online Competition,,https://hsportsbar.es/heineken-gana-con-sportsbar/form?mode=1,,,,3ba565fa85ccee70646d3a818c771c537082afb4feecb00b4bb235df20b31346,,2022-02-15T22:36:48,Online,,HEINEKEN_ORIGINAL,,9faeda1e04c65f1aef291825d23ba654670b2a1ba022b3b7660b909649eec155
Online Competition,,www.unknown.com,,,,6e5759735dc7fd864f45c9ec0cd872b701269070f8d6ebc6bd31849acb67b173,,2020-02-07T03:18:07,Online,,,,2ade7dc344e1ba4e776166413a93ce2e4c6b95866b5c30eeb7242be55ca7706e
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,db00d53a71729ea74adf99d5d715d9dd3696b11d001df67207a3c955e27b0fa8,,2022-11-02T17:00:55,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,86411fb8b3bcd082bac64c328df77c014eab5ba5aefb6e83eb2b4489dbd36873
Online Competition,,https://unmundodecervezas.com/cervezaelaguila/promociones/saborea-tu-libertad/,,,,87c658a7684915c03da1b8c72fd35a79d121104f0eee9f89017ec6b9c2dd85d4,,2021-05-09T18:21:55,Online,,EL_AGUILA|EL_AGUILA_1900,,692fe1f062fbf353200c009cb4b37e699c24e910208d07b7ea0479ef82972f7b
Online Competition,,https://hsportsbar.es/heineken-gana-con-sportsbar/form?mode=1,,,,3c651db5fff3a42ec30e235a44ef9a37f08df9ae5bddc248c19257e9dec4e347,,2022-03-11T19:36:32,Online,,HEINEKEN_ORIGINAL,,01381905ddaec272e235d92ba543274343a6c8e23d5e22b6e96cf20f181d1fce
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,eb74002c29562f18ae53a495d85bd090287fddfd9d1dee2715322315169d6004,,2022-11-24T22:20:20,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,2a2cd154fc04a9deb94265a364baa381795b187fc8ed425ccba01db258be3a76
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,678dcf8e97b77f8b04788b13589d888855855b7eaf9d518f511ae10a5bc763dd,,2022-11-08T13:49:23,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,caf2b9f031a40ef07b554ac41e2e658a0eecba8f981eeb1bcedfbbbc2c3fac9c
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,1c3c84adae6d7aca59efe24b4d8ac5222a17c65f7193441be5b36a8513d51f6f,,2022-12-14T16:38:04,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,f3d0c5ad06dffa99d87ee6f0eeaf086ab3a299361ef58c57c00120e79bb105f7
Online Competition,,https://unmundodecervezas.com/amstel/promociones/gana-con-amstel/,,,,456dad994df029587ef5f805b76e043a16a72fd47d383030f3aed48388264ac4,,2022-10-10T12:16:54,Online,,AMSTEL|ORIGINAL,,a436887c1bb3ef86402e702e88485ccf205797042f8503d60c80c3672b01d874
Online Competition,,https://coupon.unmundodecervezas.com/p/82k4gb/ugayzbartv9wj2jkvyme780,,,,d9bb473f465c52f2c1b9de8d0c55363ae3bb408133f6876b31e3a7fdb0c9a2e6,,2022-02-08T12:36:23,Online,,DESPERADOS_ORIGINAL,,dee05fc43e8383eae1e64f9eb5ca35d749ed320cc6cd84070234349bfea3a905
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,0b464381baf650823b6ad2313650930dea48579a80e15ca7d1dc65b2924d8d6f,,2022-12-14T19:53:40,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,1f095f5ab8e2d0ef2860ba5a1bc82daa38f5fe07896607fe69673489c1e17ec1
Online Competition,,https://tuplangourmet.com/heineken-amstel-oro-experiencia-gastronomica/form?mode=1,,,,b0eb724fa0fae3454e39dece239779aaf0cd374edc463e19b231bc53299ce9ea,,2022-06-15T10:37:22,Online,,AMSTEL_ORO,,30ef490c4942f8087d10c8cfef2eb2a1f454a85c1c31742436d2876313c19a29
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,ec48f214ac0367f8930e49e005440313221ffd3551a4bacfe3b36835c7e0eb09,,2022-10-30T18:26:14,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,569d05ebbba73f01be316e6185100feee6e353625f375927ba3622e2bd63ef6f
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,604a973f39724dd2738ed9941c2b412d72d83353dee4bbe4984afed566a03cbc,,2022-10-04T15:03:19,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,ec103b7795f7711b1dad0f7137008c00a1926122a301349cd340fc05d3244954
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,2e13fdef2830b4ea953f9339db728448e659ca65c4d958276292f7f37b3837e9,,2022-11-01T19:13:49,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,05b786e09b722131d9d11daf4199b203e0c3ebdaa12c192200ea22464b74ce04
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,fedf0c1a2a7a26934f595fb035daa913bd682cd0d7fce6c5cef712a75c2b5bbe,,2022-11-22T19:29:07,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,ecb5b6998fb3e530663481229b4cdbd0cad9cecc82d8e759edc463c46bff86b0
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,8436486bf5dc7797ce5851310865c9d3fdedae78bf32f56f1941e0a380710c1e,,2022-11-22T23:49:27,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,1dd50689c0cdcaaf46f73534a024422c67b0da4ec9d7de1fb5fa77429ddc5a1f
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,cbd58303d4eae169d6c4d6a877ba1e7be2aed0cc8772ea9cfb3d09e208675c3e,,2022-12-31T11:14:23,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,c71b2109e791260c0f8aa74092e25fc69685c8292aa5865d3d9247d5f6bd4e1e
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,9ca4142b70088fd418fb701fe64303e926a3c150e2eb4f7749fce8002d4b098d,,2022-12-30T13:35:44,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,f6a00779c34c6c78680c27ced0db57736d1ccd27024b5d55f8be1cb41877ccc2
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,29a011f62d6f60e2c3d26b269376367c9f0d9b50485367d2591c30578080d7a6,,2022-11-01T11:34:07,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,506689532272ecee521c5a2cc7d2c50d394919e6acef0c5e8e90e874dc955e88
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,13ea240a48f03ac219ee79332c16c250d34fff7983974fa5fc2e12ff2f8c7c83,,2022-11-24T14:19:16,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,6775879467db7cf3ec907359cc88af111acd0633b76a395ebd0e5015994c19cb
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,0e592287fb2d5f975d21188c9856d1220147e002fc376127cef538c7883546a2,,2022-11-02T16:53:49,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,ae225d8c1e06b5858da2c383aaf2358ddaa68c6d5d9b10163c9b96cf062516a6
Online Competition,,https://tuplangourmet.com/heineken-amstel-oro-experiencia-gastronomica/form?mode=1,,,,510bf7e9b7e66d12f3eac77daefe7720cff5e0c4811e031c8ccb6c55439e30f7,,2022-10-24T18:20:10,Online,,AMSTEL_ORO,,de7d37e0d30a61d2137983067316ce0e492245e2b0bc7d206fbcb96442d5859f
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,fafcef907ffb2e48ece4709faff351c6a846a065ce3b7d4eb0cd5c5430953dd8,,2022-12-31T11:28:30,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,5d6fcebce848c6cdd608504df93a0acdf6f3a613e6fb125182aebad413722854
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,aeec35600b2656c4a8dc3e0c26b9aaa992827dc64f5fe0699e3ca76b31940741,,2022-11-09T19:11:41,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,ed11e9fdd975903cc91c1c7c495d2eebcd9f1bc63821f872ecd9051633dd21da
Online Competition,,https://unmundodecervezas.com/desperados/promociones/cerveza-gratis/,,,,ad47e2ba054eba5c9a1009f3cf1663cb796564e0a9509a077d9c730ea6a7fe3b,,2022-04-28T21:05:54,Online,,DESPERADOS_OTRA,,454bb29021fddc02f519eefdcc259f6c4717632475e965f7c57b716acfb5e651
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,b7f3a13e9ca5da4931c417c856af29a2d8a297140d015748403b5226fa707abe,,2022-10-31T12:58:10,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,b136fc0872aed21163238e95f4add6c63ca78e85cfda68ce36e7b66e0b6ed8d4
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,3096c904207736c720243900192a8429e62e83b5cc1768ad174311617f32d396,,2022-11-01T11:27:19,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,0f340fff15aff1f52d3545e8f7767da39ea3ad084a916224765075f5e118dde8
Online Competition,,https://unmundodecervezas.com/amstel/promociones/gana-con-amstel/,,,,96266a132285221567e1524e417beaf62893bcb89e23f6bf137823ccff388856,,2022-10-10T16:33:51,Online,,AMSTEL|ORIGINAL,,a680debf241c53e3dd59a0176fdacbe54924153075aa44ae27aa5898eff21099
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,b6e0cc2a7493bafbad1715c7285f5c8ae9d7238dc06944616ef921baa65f8fe6,,2022-12-28T16:56:50,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,a52dbbec7895b4f344e315592ee9175bc6621128ab470d4e0b745f903a157c12
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,5d68878610eca285c91e9e89cc302220965c8193695b137e7b10c4c409a38dcc,,2022-11-10T19:50:04,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,aaa77e9d3954f638837561857cdfcdea99eb78e7def7da30c61c769b75d76aae
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,ab96518e150e84b192aab0c66b1a5b3d60b74af199c75e2cea374e673825fe2e,,2022-12-29T13:16:29,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,d770dd633623f79c047035cdf0701bb77612ae648afb837a381c7b04ee79dd09
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,94f948b6f591141ded5aef2e9013f8ce515e31e6e7de71e034ea5cb219d3a537,,2022-11-04T21:23:25,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,7a0f604139a47ca5b82394bc5d24b9938ed3cca6c1227a0590208eed3bcfc766
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,d2636107f73a34d30241f910aebcc91c1a0c3d871a309e440b1ed3371b5da7fb,,2022-12-29T21:42:30,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,3b9d0e1880c5def2db10d22f18d18483fd74f25867c1d73de361426aaebcae84
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,d7791b05132161e53e99ba3bbaeb7c651420a03691c01e875abab5f2cbfd3cb6,,2022-12-31T14:58:42,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,1ad6753b14fc1d4cbf5a526ef5cc46f8813438db0a95ae69acb1cdc0a9bc8fae
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,514c9498150b9d1897b46214c825a8e74fd03c7ebfc0261e1911a98b7b200d3e,,2022-12-05T13:07:06,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,7379a18e3c7534356df2642c07807b034f3026320e061df3f75e59f6502223c7
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,d5491a1fecb48a1183a8aa3ba8cea767a9e195b5b8ea1af50abe6b97805225db,,2022-11-03T13:45:31,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,5f561d195a59476a96a0cb30d0b6cf37e9fccb5501fd79bdae76f389a2631d55
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,08e3f77c22ece0e8aa4fee9ed34c04de9a9b7f108d6a16a769ef5b9dc5974fb8,,2022-11-10T10:51:17,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,8ac93dc4aeb86a103dcc82c67b2a0fb421b177a029bead6b3fbe8b783831435b
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,ae3a53b09b56718e5fbcce9a11f04e77cfc92cc0275d1d3a3b8ec87fd8a41015,,2022-12-10T10:01:42,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,edabf1f18e22ed3b94ddf25d18c234692dfea5fbd0f7b76ccd5b8937168cded3
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,75572ab2d575044a47ccb0c9f475dcca9ec748391dfe02ca7cc11d5f1a3dda0e,,2022-12-01T12:46:39,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,d97f05c2bc6182a31ece6815b10fa4060767b693383c3bdd45754e371ccaa7ee
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,be3b0dadb253a411433948ae4313e76c6f7dab2ef3f79c2630ca45b3e2cdb55b,,2022-10-31T16:36:48,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,8d83eb79cb2f1eb3440e35fe183e80024f76573073b4be20107441afd751498e
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,cde01885567c1a654f2195e9d1530c3e15c5708ac0aec4a973b8e78b2cc50971,,2022-11-02T13:35:01,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,500335f8f97ca73d3480c6f1cd242ef2ce2f054636c7dddbd7c0177f6a27c6f1
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,21c9f09de31f7ab02c349570c420ec4a3203773497548aba28bf4583757524ff,,2022-10-20T20:34:10,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,71b960b3009ba3508b9978db33714a10411ee4f053c2ec7b8caeb4b2f9e53323
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,58a30ee5b1de46fc99958257c9c4f3300e5e62221c356ef85c860f24a7e5df0f,,2022-11-01T18:56:38,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,be56bf83a9dc203618311ec3705a48b0d0d1a1861cf4fe61b80e12eef0ee5122
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,211dcd25c8088cfa96d6dfc93ee1879fcafffa843e53340d0a08496ed7109d3c,,2022-11-02T17:29:15,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,f43062c619394cd708290846379298f69b4d54cc431ad2b8195c2ffd9f793006
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,8d4d6b0c871250639b0365eed8a96fa3bdcaaa0053292938d387dad8d79f45c5,,2022-12-28T14:32:19,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,6f6dc905221d8c8e3f49761150a146997ce6bec5546938828cfd29161c57fb24
Online Competition,,https://elmejoranfitrion.es/heineken-el-mejor-anfitrion/form?mode=1,,,,f7c0af87e6f1b4f17e563c2642f68f01b174d504e28c75c178b0f86d053384ec,,2022-11-26T12:06:27,Online,,HEINEKEN_ORIGINAL,,d6d9ae1f272e2f9d963e7fb5c8e42b2a3798c779e05fc9d34c5702b71708e30d
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,d24087ba25a07fd21645755e457b03e11d8b0a6618c1315f25caaefb160ed95a,,2022-12-30T13:21:30,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,7e3bb43b41175e17d0de870030560fad3030657b5a56ed61423bc0586cd1fbe7
Online Competition,,https://unmundodecervezas.com/disfrutalo/,,,,9a0a6e3ae3d8fbd52619ca19103d4b3633bad889bb248a0d49f506b5218dc90a,,2022-11-22T23:36:33,Online,,HEINEKEN|HEINEKEN_ORIGINAL,,51ea7f20c430c67fc797b238362434611090f94f90cc00cc5475db589981ffb0
Online Competition,,https://unmundodecervezas.com/amstel/promociones/gana-con-amstel/,,,,9c4f6e5c9fc59f6ddf671b542618a8754db4604bc062c768f43a6d26282dbc0a,,2022-10-13T16:47:17,Online,,AMSTEL|ORIGINAL,,c72bca88e00f1a4e1cfc633bc30750b35bd6989e98535387d9d29c38caf24365
